Blank Column,Id,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Download,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library,Call Number,Extra,Notes,Cover,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
,GDSJPUVI,book,1952,"Brindis de Salas, Virginia",Pregón de marimorena (poemas),,,,,https://ia804609.us.archive.org/14/items/pregon-de-marimorena-virginia-brindis-de-salas_202111/Pregon%20De%20Marimorena%20-%20Virginia%20Brindis%20de%20Salas.pdf,,1952,2022-04-03 16:34:44,2022-05-17 18:56:04,,,,,,,,,,,,,Sociedad Cultural Editora Indoamericana,Montevideo,spa,,,Autores UY,https://archive.org/details/autores,https://www.worldcat.org/title/pregon-de-marimorena-poemas/oclc/5363257?referer=br&ht=edition,,Uruguay,"<div data-schema-version=""8""><p>La hora ciega a los otros</p> <p>que viven del otro lado.</p> <p>Amigo, quítate la venda</p> <p>quítate la venda</p> <p>que a ti te ciega en este,</p> <p>quítate la venda.</p> <p> </p> <p>Es hora de dejar libres</p> <p>pasiones y ocios mentales.</p> <p>Amigo bulle mi sangre</p> <p>mientras la tuya se estanca;</p> <p>quítate la venda, quítate.</p> <p> </p> <p>La hora sangró la tierra,</p> <p>fortalece una simiente;</p> <p>¿qué cosecharán tus manos,</p> <p>tus dos manos bien inertes?</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/W2S9IZYK/pregon_marimorena_virginia_brindis_Morel.jpg,,,,,,,,,,,,,,,,,,,,,,,1946,,,,,,,,,,,,,,,,,,,,,,,,,,
,SDMMUWZY,book,1989,"Morejón, Nancy",Baladas para un sueño,,,,,,,1989,2022-04-24 00:44:30,2022-05-17 18:54:59,,,,,,,,Baladas para un sueño,,,,,Unión de Escritores y Artistas de Cuba,La Habana,spa,,,,,https://www.worldcat.org/title/baladas-para-un-sueno/oclc/28284683&referer=brief_results,,Cuba,"<div data-schema-version=""8""><p>Eres el amo.</p> <p>Azares y un golpe seco de la historia</p> <p>te hicieron ser mi amo.</p> <p>Tienes la tierra todo</p> <p>y yo tengo la pena.</p> <p>En medio de la noche</p> <p>te alzas como una bestia en celo.</p> <p>Tuyos mi sudor y mis manos.</p> <p>Me has hecho nómada en mis propios confines.</p> <p>Eres el amo</p> <p>y eres esclavo</p> <p>de lo que posees.</p> <p>Eres el amo.</p> <p>Me has despojado de mis cosas</p> <p>pero no de mi canto.</p> <p>¿Qué vas a hacer</p> <p>cuando me alce mañana</p> <p>y recobre mi potro, mi olivo</p> <p>y mis estrellas?</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/5VQDP4J9/baladas.jpg,,,,,,,,,,,,,,,,,,,,,,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,
,CT5C57HJ,book,2017,"Ferreira da Silva «Ferréz», Reinaldo",Capão Pecado,,978-85-422-0896-2,,,,,2017,2022-05-14 18:36:27,2022-05-17 17:12:34,,,,,,,,,,,,,Objetiva,Rio de Janeiro,pt,,,,,https://www.worldcat.org/title/capao-pecado/oclc/1005080240&referer=brief_results,,Brasil,"<div data-schema-version=""8""><p>Capão Redondo, pra mim, mano, é um mundo à parte, é um país com vários estados que são as quebradas: São Luís, Vaz de Lima, Capelinha, Campo Limpo, Rosa, Sabin, Atlântico, Sto. Eduardo, são Bento, Valo Velho, Jangadeiro, Jd. Ângela etc. &nbsp;</p> <p>Rael e cebola jogaram vídeo game até anoitecer. Quando Rael estava quase indo embora, Matcherros acordou e eles começaram a conversar. Combinaram de ir ao baile da News Black Chic, lá no pátio da escola José Olímpio; o som da equipe era muito bom e vinha gente lá do Valo Velho, Piraporinha, Jd. Ingá, Pirajussara, Morro do s, Pq. Regina, Pq. Arariba, São Luís, Buraco do Sapo, Pq. Fernanda e de várias quebradas, pois os bailes e roles noturnos eram cada vez mais raros na periferia. </p> <p>Periferia é tudo igual, não importa o lugar: zona leste, oeste, norte ou sul. Não importa se é no rio de Janeiro, em Minas Gerais, Brasília ou em São Paulo. Enfim, seja lá qual for o lugar, sempre serão os mesmos problemas que desqualificam o povo + pobre, moradores de casas amontoadas umas em cima das outras.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/YEFA3QSH/capao-pecado.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WKH7326M,book,1892,"Morúa Delgado, Martín",Impresiones literarias: Las novelas del sr. Villaverde,,,,,https://ia601405.us.archive.org/13/items/impresiones-literarias-texto-impreso-las-novelas-del-sr.-villaverde/Impresiones_literarias_Texto_impreso_las_novelas_del_Sr._Villaverde.pdf},,1892,2022-04-01 23:41:50,2022-05-17 16:39:20,,,,,,,,,,,,,Imp. de Álvarez y ca,La Habana,spa,,,Biblioteca Digital del Patrimonio Iberoamericano,http://www.iberoamericadigital.net/BDPI/Inicio.do,https://www.worldcat.org/title/novelas-del-sr-villaverde/oclc/27647842&referer=brief_results,,Cuba,"<div data-schema-version=""8""><p>_Madama Bovary_, en su fototipia social, y _La Tentasión_ de Sainte Antoine, en su universalismo, son ambas eminentemente psicológicas, y en particular la última de estas obras, que es además como el proceso artístico-filosólico de todos los sistemas de relijión y de moral de la humanidad en todas sus distintas manifestaciones. Diríase que Salambú es el punto de apoyo del egrejio maestro para alcanzar holgadamente á delinear en La Tentation de Sainte Antoine la sublime trajedia de la mente humana que resulta de ese superior esfuerzo intelectual. M. Flaubert no comprendía el arte sin la ciencia, y ésto constituye substancial y preferentemente la urdimbre de sus mejores obras.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/7T8B4KXI/impresiones-literarias-martin-morua-delgao.jpg,,,,,,,,,,,,,,,,,,,,,,,1892,,,,,,,,,,,,,,,,,,,,,,,,,,
,ML4H3QAJ,book,1978,"López Albújar, Enrique",Matalaché,,,,,https://archive.org/details/matalache_202111/page/6/mode/2up?view=theater,,1978,2022-04-02 00:45:05,2022-05-17 16:39:04,,,,,,,,,,,,,Casa de las Américas,La Habana,spa,,,Epub Libre,http://epublibre.org,https://www.worldcat.org/title/matalache/oclc/488522294?referer=br&ht=edition,,Colombia,"<div data-schema-version=""8""><p>Y en este vértigo del trabajo el negro era el que más contribuía con su sangre y su sudor. Al igual que las bestias, se le daba ración contada y medida. Al levantarse, el culén o la yerba luisa y un bollo de pan, elaborado por el mismo esclavo, o traído de alguna tahona miserable. Al mediodía, caldo gordo o sopa boba y un mate de zarandajas con arroz quebrado y ripioso. Así también en la merienda. Apenas si uno que otro día de la semana le caía entre las manos los restos malogrados de algún camarico, o una lonja de tasajo, o una paila de arroz con dulce, o un tinajón de champús, o una cabeza de plátanos verdes para asar, dado todo con alarde de liberalidad por algún patrón de conciencia más o menos católica.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/PJ5FFSV3/enrique-lopez-albujar-mataleche.jpg,,,,,,,,,,,,,,,,,,,,,,,1928,,,,,,,,,,,,,,,,,,,,,,,,,,
,L839PKZM,book,1891,"Morúa Delgado, Martín",Sofía,,,,,https://archive.org/download/sofia-texto-impreso-novela-cubana/Sof%C3%ADa_Texto_impreso_novela_cubana.pdf,,1891,2022-03-18 20:47:58,2023-06-26 05:51:21,2022-03-18 20:47:58,,,,,,,,,,,,Alvarez y comp.,La Habana,spa,,,Harvard University,,https://www.worldcat.org/title/black-soldiers-story-the-narrative-of-ricardo-batrell-and-the-cuban-war-of-independence/oclc/617508704,,Cuba,"<div data-schema-version=""8""><p>POBRE Sofía! Era una muchacha muy desgraciada. Cuando una vez, en los paseos que daba á la niña Julita, le interrogó una de sus compañeras, mujer de entrada edad, negra de respetable porte que solía decir que era el «jorcón de la casa», refiriéndose á la de sus señores, por los muchos años que llevaba en ella; viendo Sofía el cariñoso interés que le demostraba la buena mujer, contándole su historia le había dicho:</p> <p> </p> <p>—Yo no tengo padre ni madre. No los he conocido nunca. Yo no tengo familia.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/BENAHL3R/sofia-martin-morua-delgao.jpg,,,,,,,,,,,,,,,,,,,,,,,1891,,,,,,,,,,,,,,,,,,,,,,,,,,
,GS6D9RMP,book,1912,"Batrell, Ricardo",Para la historia: apuntes autobiográficos de la vida de Ricardo Batrell Oviedo.,,,,,https://catalog.hathitrust.org/Record/008585294,,1912,2022-03-21 20:47:43,2023-06-26 05:51:42,2022-03-21 20:47:43,,"179, [1] p., 2 ¡.",,,,,,,,,,"Seoane y Alvarez, Impresores",La Habana,spa,,,HathiTrust,http://hathitrust.org,https://www.worldcat.org/title/black-soldiers-story-the-narrative-of-ricardo-batrell-and-the-cuban-war-of-independence/oclc/617508704,,Cuba,"<div data-schema-version=""8""><p>Estuvimos cuatro horas acampados y hacíamos de comer al mismo tiempo, que recibíamos el tesoro más codiciado del sol dado patriota: (municiones), y á más de la que pudiera llevar cada jinete para su necesidad de combatir, se le hizo responsa ble de una caja de mil tiros, á cada uno, sin que pudiera pretextar nadie, que el caballo estaba cansado, porque al que alegaba eso le contestaba la superioridad, que cuando el caballo<br>no pudiera se la echara al hombro.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/XBFK6HB5/33433067340814-seq_7.jpg,,,History; Cuba; 1895-1898; Revolution,,,,,,,,,,,,,,,,,,,,1912,,,,,,,,,,,,,,,,,,,,,,,,,,
,4I4H4NGK,book,1996,"«Cuti», Luiz Silva",Negros em contos,,978-85-7160-078-2,,,,,1996,2022-04-03 18:42:54,2022-05-17 16:37:13,,,,,,,,,,,,,Mazza,"Belo Horizonte, Brasil",pt,,,,,https://www.worldcat.org/title/negros-em-contos/oclc/469748490&referer=brief_results,,Brasil,"<div data-schema-version=""8""><p>Se o dia for bom, ainda sobrará para as balas e um maço de cigarros.</p> <p>Faz frio e a blusa que a mãe recebeu na casa da patroa não lhe aquece bem a magreza. No estômago, pão e café puros torcem-se.</p> <p>Força o calcanhar. O carrinho vai parando. A roda dianteira no ar, suspensa, gira livremente. Segue a Avenida Corifeu de Azevedo Marques,</p> <p>interrompida por escavações para saneamento básico. Entre buracos e montes esparsos de terra e asfalto destruído, empurra, sustentando as alças de madeira,</p> <p>que rolimãs sem asfalto não deslizam. Pés descalços, ele vai com a esperança de conseguir trabalho. Sente-se adulto aos 13 anos. Pensa na doença do irmão.</p> <p>Está resoluto: “Vou conseguir o remédio.”</p> </div>","/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/ABSXHGBG/Negros em contos, portada del libro escrito por Luiz Silva, Cuti.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8U64UGTM,book,2017,"Monet, Aja",My Mother Was A Freedom Fighter,,978-1-60846-767-9,,,,,2017,2022-05-16 16:43:21,2022-05-17 01:19:39,,,,,,,,,,,,,Haymarket Books,New York,eng,,,,,https://www.worldcat.org/title/my-mother-was-a-freedom-fighter/oclc/1117327578&referer=brief_results,,Jamaica / Cuba,"<div data-schema-version=""8""><p>yesterday i was the toa river</p> <p>where my grandmother rinsed her feet</p> <p>and cupped water into her hands</p> <p>toward her face</p> <p>dripping down her chin</p> <p>along, soft clay bet</p> <p>sculpting a mother </p> <p>A body bathing in daybreak,</p> <p>bleeding beautiful</p> <p>the fish skirt around her calves</p> <p>dragonflies babble on her neck</p> <p>the sun sets her skin ablaze</p> <p>she howls toward the horizon</p> <p>tomorrow</p> <p>tomorrow</p> <p>tomorrow</p> <p>i will be a torch in my daughter</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/Z2AKLVUQ/freedom.jpg,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,HF7J8EJB,book,2000,"Santos-Febres, Mayra",Sirena Selena vestida de pena,,978-88-438-0263-0,,,,,2000,2022-05-16 16:04:27,2022-05-17 01:15:41,,,,,,,,,,,,,Mondadori,Barcelona,spa,,,,,https://www-worldcat-org.proxy.library.nd.edu/title/sirena-selena-vestida-de-pena/oclc/1039818569/editions?editionsView=true&referer=br,,Puerto Rico,"<div data-schema-version=""8""><p>El más grande, la más chiquita. Uno hombre, el otro mujer, aunque puede ser el más chico, que no necesariamente sea un hombre el más fuerte ni el más grande que el otro, sino el que dirige, el que decide, el que manda. Hay muchas maneras de mandar, muchas formas de ser hombre o de ser mujer, una decide. A veces se puede ser ambas sin tener que dejar de ser ni lo uno ni lo otro. Dinero, el carrazo, los chavos para irse lejos, para entrar en las barras más bonitas, más llenas de dulces. Eso le toca al hombre. Y si se baila y otro dirige entonces se es la mujer. Y si ella decide adónde va, entonces es el hombre, pero si se queda entre los brazos de Migueles, que dirige, es una mujer. ¿Y si fue ella quien lo convence a bailar, quien lo atrae con su cara caliente y sus trampas? Entonces, ¿quién es el hombre, la mujer?</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/QTAG4B6B/sirena.jpg,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,
,EUFB8EDN,book,1991,"Thomas, Piri",Down these mean streets,,978-0-679-78142-4 978-0-679-73238-9,,,,,1991,2022-05-16 17:03:29,2022-05-16 17:08:30,,,,,,,,,,,,,Vintage Books,New York,eng,,,,,https://www.worldcat.org/title/down-these-mean-streets/oclc/1020241414&referer=brief_results,,Puerto Rico / Cuba / USA,"<div data-schema-version=""8""><p>The Pennsylvanian smiled. “Oh, I’m not looking for that kind of personal involvement,” he said. “I’m not seeking violence but rather the warmth and harmony of the southern Negro, their wonderful capacity for laughter and strength, their spiritual closeness to God and their way of expressing faith through their gospel singing. I want to capture on paper the richness of their poverty and their belief in living. I want the words I write to blend with emotions of their really fantastic ability to endure and absorb the anguish of past memories of the slavery that was the lot of their grandparents. I want to write that despite their burdens they are working with the white man toward a productive relationship.”</p> <p>I glanced at Brew. He was studying the shadows on the walls. I took a good look at the Pennsylvanian. He was tan-colored and not really very negroid-looking. I got a funny, almost proud feeling that I looked more negroid than he did.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/ZA5LXMS3/down-these.jpg,,,,,,,,,,,,,,,,,,,,,,,1967,,,,,,,,,,,,,,,,,,,,,,,,,,
,8VIFCHWD,book,2017,"Chiriboga, Luz Argentina",Este mundo no es de las feas: cuentos,,978-9978-49-569-8,,,,,2017,2022-05-16 14:47:26,2022-05-16 15:08:25,,,,,,,,Este mundo no es de las feas,,,,,Libresa,Quito,spa,,,,,https://www.worldcat.org/title/este-mundo-no-es-de-las-feas-cuentos/oclc/1262990837&referer=brief_results,,Ecuador,"<div data-schema-version=""8""><p>Al subir, lo primero que notó fue que algunos pasajeros tenían el cabello húmedo y olían a jabón barato, como si recién hubieran salidos de bañarse; otros lucían sus uniformes de trabajo; y los rostros de todos delataban nerviosismo por llegar puntuales a sus empleos. El pasajero que iba a su lado leía el diario, concentrado en una nota que hacía referencia al atentado de las torres en Nueva York. Erema frunció el entrecejo. A diferencia de los días anteriores, necesitaba llegar puntual a la oficina, debía estar lista para recibir al representante del circo y adquirir boletos para los empleados de su sección. Vestía un terno estilo sastre color café, cuya falda le daba a los tobillos, y zapatos de tacones bajos de cuero de culebra, que parecían del tiempo de la abuela. Era su forma de vestir. No advertía que la moda había cambiado y lucía más edad de la que tenía, sus veintiocho parecían treinta y ocho.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/9JUWS7LA/mundofeas.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WNVSZH8W,book,2013,"Chagas, Jorge",La sombra: la novela de Ansina,,978-9974-651-59-3,,,,,2013,2022-05-14 23:01:05,2022-05-14 23:09:30,,,,,,,,La sombra,,,,,Rumbo Editorial,Montevideo,spa,,,,,https://www.worldcat.org/title/sombra-la-novela-de-ansina/oclc/876713812&referer=brief_results,,Uruguay,"<div data-schema-version=""8""><p>¿Qué dirán de mí, cuando ya no esté, cuando mis huesos se hayan vuelto polvo?</p> <p>¿Qué crímenes y atropellos me achacarán?</p> <p>¿Cómo seré recordado?</p> <p>Esclavo retobado y desagradecido que no respetó a sus amos, un mal nacido, hombre de las más oscura condición y clase baja, secuaz de un caudillo tiránico y sanguinario, renegado, traidor a la Corona, blasfemo, hereje, canalla, criminal que cometió actos abominables en nombre de la revolución federal, siervo del llamado Atila de las Provincias Unidas que fue obsecuente con él hasta el infortunio, chúcaro, fornicador de yeguas, acaso sodomita. sacrílego, vil, disoluto, renegado, apátrida, desgraciado, bufo, salvaje, vulgar, infame que no respetó la autoridad ni el orden establecido, ¡un tupamaro! o tal vez, simplemente, el Negro Ansina, sin rostro y sin voz</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/F9HHT6BS/alsina.jpg,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
,KBB54Q6Z,book,2020,"Chagas, Jorge",El Pardejón: la novela de Fructuoso Rivera,,978-9974-9092-7-4,,,,,2020,2022-05-14 22:10:02,2022-05-14 22:17:50,,,,,,,,,,,,,Fin de Siglo,Montevideo,spa,,,,,https://www.worldcat.org/title/pardejon-la-novela-de-fructuoso-rivera/oclc/1245850008&referer=brief_results,,Uruguay,"<div data-schema-version=""8""><p>Así comenzó para mí, Eustaquio Santos, la revolución. Esa revolución que nos dejó marcas para siempre. (Si pudiéramos narrar nuestra historia, una historia de dolores y fatigas, y dijésemos que comenzamos la lucha por el rey de estas tierras que no conocíamos y nunca conoceríamos, ¿nos creerían, acaso? ¿O al oírnos se burlarían de nosotros? ¿Quién pelea por lo que no sabe, por lo que no conoce? Extraña revolución que obligó a cabalgaar juntos a paisanos errantes sin conchabo alguno, chúcaros y retobados, aparceros, curas, infieles, negros y pardos fugados, platudos de nariz respingada y más estirados que perro al sol, con sus pañuelos de seda al cuello y sombreros de ala ancha. Extraña revolución donde ambos ejércitos, patriotas y godos, morían combatiendo en nombre de un mismo rey desconocido.)</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/6XNWWMEF/pardejon.jpg,,,,,,,,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,9E2CQ2XS,book,2002,"Mata Gil, Milagros",El diario íntimo de Francisca Malabar,,978-980-01-1158-1,,,,,2002,2022-05-11 13:14:39,2022-07-22 01:35:57,,,219,,,,,,Colección Continentes,,,,Monte Avila Editores Latinoamericana,Caracas,spa,,,,,https://www.worldcat.org/title/diario-intimo-de-francisca-malabar/oclc/1198350599&referer=brief_results,PQ 8550.23 .A834 D5 2001,Venezuela,"<div data-schema-version=""8""><p>Una vez alguien estaba de visita en Cuba con un grupo turístico y tenían como guía a un negro joven y petulante, perfeccionista graduado en Letras que hacía un doctorado en Carpentier o algo así. Y el negro habíia sido muy severo, muy estrecho de miras, muy comunista en eso de imponer horarios y disciplinas, soslayando conversaciones que fueran más allá del estricto manejo de un rebaño de turistas. Y estuvieron en la Plaza de la Revolución y todos esos sitios. Pero luego, en un momento, llegaron a un pueblo, creo, con casas coloniales reconstruidas para efectos turísticos, y en una de esas casashubo una especie de fiesta y todos bebieron y de pronto el negro sacó una guitarra y comenzó a cantar. Y no sé por cuáles caminos llegaron a esa trova de los trovadores que en un tiempo fueron de La nueva Trova, no sé, y a ese alguien que cantaba se le humedecieron los ojos. Porque era verdad. Las reticencias se derritieron. El grupo compacto cantó la canción, con unción de llantos y deseos, con un dolor de sueños rotos o &nbsp;corrompidos, y sentían Su Presencia, como un bloque invisible y tibio y esperanzador. No es que Él estuviera allá, porque no iba a estar en una fiesta, así como era de asceta, sino que era posible ver cómo hay algo en el corazón de cada quien: una llamita azul, apenas llama de piloto, que espera la chispa, el detonante.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/KBA2MKW4/malabar.jpg,,,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,
,C984SS4S,book,2010,"Marinez de Varela, Alfredo; Zarkanchenko de González, Luz Colombia; Posada de Pupo, Elisa; Panchano, Lucrecia; Benet Robinson, Ofelia Margarita; Mina Díaz, Bertulia; Ramírez Nieva, María Teresa; Viveros Vigoya, Leida; Mina Díaz, Imelda; Grueso Romero, Mary; Posso Figueria, Amalia Lú; Mina Díaz, Ana Teresa; Valencia, Laura Victoria; Vélez, Turque; Chavarría Londoño, Hermilda; Cueto Mercado, Muris; Truque, Sonia Nadhezda; Sierra González, Lya; Zapata Pérez, Edelma; Castillo, Nila del Socorro; Truque, Yvonne América; Diago, Ruth Patricia; Corpus Stephens, Briceña; de la Torre Córdoba, Jenny; Adress Guzmán, Alexandra; Guerrero Muñoz, Clara; Duque Palacios, Sayly; Castillo Reina, Felipa Trifenia; Solarte Orejuela, Sonia",Antología de mujeres poetas afrocolombianas,,978-958-753-007-0,,,https://babel.banrepcultural.org/digital/api/collection/p17054coll7/id/15/download,,2010,2022-03-18 20:37:20,2022-07-22 01:35:48,,,,,,,,,,,,,Ministerio de Cultura,Bogotá,spa,,,Biblioteca Virtual del Banco de la República,https://babel.banrepcultural.org/,https://www.worldcat.org/title/antologia-de-mujeres-poetas-afrocolombianas/oclc/879738909&referer=brief_results,PQ 8174 .A586 2010,Colombia,"<div data-schema-version=""6""><p>Tocá ese tambor</p> <p>Tocá ese tambor hijo mío,</p> <p>vuelen sobre él tus manos mestizas,</p> <p>confluye a tu sangre africana,</p> <p>confluye a tu sangre india.</p> <p>Tocá ese tambor hijo mío,</p> <p>cierra los ojos y vuela,</p> <p>en las notas temblorosas</p> <p>ritmo de baile africano,</p> <p>cante tu boca bembita,</p> <p>tromponcita y cariñosa.</p> <p>Tocá ese tambor hijo mío,</p> <p>vuelen tus manos mestizas,</p> <p>en los sonidos de África,</p> <p>con tu boca medio bemba</p> <p>y tu pasita amonada.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/6TQ6P2SM/antologia-mujeres-poetas-afrocolombianas.jpg,,,"History and criticism; Colombia; Colombian poetry; Women authors, Black",,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,
,3MUBBFWP,book,1999,"Chiriboga, Luz Argentina",Tambores bajo mi piel,,978-9978-60-027-6,,,,,1999,2022-04-28 11:26:31,2022-05-03 21:42:34,,,,,,,,Tambores bajo mi piel,,,,,Instituto Andino de Artes Populares,Quito,spa,,,,,https://www.worldcat.org/title/tambores-bajo-mi-piel-novela/oclc/53049354&referer=brief_results,,Ecuador,"<div data-schema-version=""8""><p>Mi acento costeño atrajo la atención de mujeres, adormitadas en los asientos, que disimularon su curiosidad fingiendo arreglar algunos paquetes. A esa hora, todo, agotamiento general, convidaba al sueño. Al estar sola miedos imaginarios me llenaron la mente, por qué Dios había perdido, en ese instante, su poder creador de vida y movimiento. Volvió la voz de mamá con su Pórtate bien, que se transformó en dudas, sospechas, presagios y, más preciso, en temores. En la puerta de la agencia de transporte un hombre de blue jean esperaba la partida del bus que nos conduciría a Quito. Su gorra retuvo mis miradas, las botas lo evidenciaban llegado de lejos. Sin que pudiera verle el rostro se acercó al grabado de un paisaje andino adherido a la pared. Por el frío hundió las manos en los bolsillos de su chompa.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/DTCRGQJZ/tambores.jpg,,,,,,,,,,,,,,,,,,,,,,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,
,M7Q6UUMH,book,2016,"Herrera, Georgina",Poesía completa,,978-959-10-2186-1,,,,,2016,2022-04-24 00:34:30,2022-05-03 21:28:23,,,,,,,,,,,,,Instituto Cubano del Libro,La Habana,spa,,,,,https://www.worldcat.org/title/poesia-completa/oclc/1078223608&referer=brief_results,,Cuba,"<div data-schema-version=""8""><p>Sobre esos muros</p> <p>Húmedos aún, en las paredes</p> <p>que la lluvia y el llanto de hace tiempo</p> <p>desgastaron e hicieron</p> <p>a la vez eternos, pongo en mis manos.</p> <p>A través de los dedos, oigo</p> <p>gemidos, maldiciones, juramentos</p> <p>de los que, calladamente,</p> <p>resistieron por los siglos</p> <p>los colmillos del látigo en la carne.</p> <p>Todo me llega del pasado, mientras</p> <p>se alza el pensamiento: pido</p> <p>a los sobrevivientes</p> <p>de la interminable travesía</p> <p>fuerza y memoria -- esa</p> <p>devoción por el recuerdo --,</p> <p>y el amor, mucho, todo el amor</p> <p>con que regaron su impetuosa semilla, perpetuándola.</p> <p>Así lo siento, lo recojo.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/9X6TBYDF/obracompleta.jpg,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,
,NNJ6C6PK,book,1996,"Bernard, Eulalia",Ritmohéroe,,978-9977-23-647-6,,,,,1996,2022-04-10 23:40:17,2022-05-03 21:05:12,,,,,,,,,,,,,Editorial Costa Rica,"San José, Costa Rica",spa,,,,,https://www.worldcat.org/title/ritmoheroe/oclc/41378562&referer=brief_results,,Costa Rica,"<div data-schema-version=""8""><p>El Carnaval,</p> <p>vamos, veamos los negros brincar,</p> <p>que trabajo no les vamos a dar.</p> <p></p> <p>El Carnaval,</p> <p>siéntete rey o reina del mar,</p> <p>negro!, es tu única oportunidad.</p> <p></p> <p>El Carnaval,</p> <p>Suda, embriaga, vomita tus penas,</p> <p>arrastra con ritmo tus cadenas,</p> <p>burla tres días de duras faenas.</p> <p></p> <p>El Carnaval</p> <p>desfigúrate, haz gozar,</p> <p>que en Semana Santa</p> <p>la cruz vas a llevar.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/2HBL5T5D/ritmoheroe.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PBZFBXDZ,book,1979,"Artel, Jorge",No es la muerte es el morir.,,,,,,,1979,2022-04-03 18:47:01,2022-04-10 22:47:06,,,,,,,,,,,,,Creset,Bogotá,spa,,,,,https://www.worldcat.org/title/no-es-la-muerte-es-el-morir/oclc/778071674&referer=brief_results,,Colombia,"<div data-schema-version=""8""><p>Cerca de diez minutos estuvieron tableteando las metralletas. Por respuesta, silencio hostil en el monte. De modo repentino, una lluvia de valas desgajóse sobre los soldados, que se parapeteaban entre las peñas y algunos montículos. El contra-ataque fue tan sorpresivo que aquellos no tuvieron tiempo de dar cara al asalto. En el arroyo parece haber quedado toda la sengre del mundo.</p> <p>- Bueno, muchachos, escúllquenlos, recojan las armas y vámonos. ¡Rápido!</p> <p>Con sumetralleta aún caliente, el hombre joven que hubo dado la orden pasó un vistazo frío sobre el pelotón de muertos.</p> </div>",/run/media/febres/TOSHIBA EXT/Data/Zotero/storage/B3Q23SCY/no-es-la-muerte.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
